ID	Marital Status	Gender	 Income 	Children	Education	Occupation	Home Owner	Cars	Commute Distance	Region	Age	Age Range	Purchased Bike
18494	Married	Male	" $110,000 "	5	Bachelors	Management	Yes	4	2-5 Miles	Pacific	48	Middle Age	Yes
11249	Married	Female	" $130,000 "	3	Partial College	Professional	Yes	3	0-1 Miles	Europe	51	Middle Age	Yes
21568	Married	Female	" $100,000 "	0	High School	Management	Yes	4	10+ Miles	Pacific	34	Adult	Yes
13981	Married	Female	" $10,000 "	5	High School	Skilled Manual	No	3	1-2 Miles	Pacific	62	Middle Age	No
23432	Single	Male	" $70,000 "	0	Bachelors	Professional	Yes	1	5-10 Miles	Pacific	37	Adult	Yes
22931	Married	Male	" $100,000 "	5	Graduate Degree	Management	No	1	1-2 Miles	Pacific	78	Senior	Yes
18172	Married	Male	" $130,000 "	4	High School	Professional	Yes	3	0-1 Miles	Europe	55	Middle Age	No
12666	Single	Male	" $60,000 "	0	Bachelors	Professional	No	4	2-5 Miles	Pacific	31	Adult	No
20598	Married	Male	" $100,000 "	3	Partial High School	Professional	Yes	0	10+ Miles	Europe	59	Middle Age	Yes
21375	Single	Male	" $20,000 "	2	Partial High School	Clerical	Yes	2	5-10 Miles	Pacific	57	Middle Age	No
20839	Single	Female	" $30,000 "	3	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	47	Middle Age	Yes
21738	Married	Male	" $20,000 "	1	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	43	Adult	No
14164	Single	Female	" $50,000 "	0	Graduate Degree	Skilled Manual	Yes	0	0-1 Miles	Europe	36	Adult	Yes
14193	Single	Female	" $100,000 "	3	Partial College	Management	Yes	4	10+ Miles	Europe	56	Middle Age	No
12705	Married	Male	" $150,000 "	0	Bachelors	Management	Yes	4	0-1 Miles	Pacific	37	Adult	Yes
22672	Single	Female	" $30,000 "	2	Partial College	Clerical	Yes	0	0-1 Miles	Europe	43	Adult	No
26219	Married	Female	" $40,000 "	1	Bachelors	Skilled Manual	Yes	1	1-2 Miles	Europe	33	Adult	Yes
28468	Married	Female	" $10,000 "	2	Partial College	Manual	Yes	0	1-2 Miles	Europe	51	Middle Age	No
23419	Single	Female	" $70,000 "	5	Bachelors	Professional	Yes	3	10+ Miles	Pacific	39	Adult	No
17964	Married	Male	" $40,000 "	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	37	Adult	Yes
20919	Single	Female	" $30,000 "	2	Partial College	Clerical	Yes	2	0-1 Miles	Europe	42	Adult	No
20927	Single	Female	" $20,000 "	5	High School	Manual	Yes	2	0-1 Miles	Europe	27	Young Adult	No
13133	Single	Male	" $100,000 "	5	Bachelors	Professional	Yes	1	5-10 Miles	Pacific	47	Middle Age	Yes
19626	Married	Male	" $70,000 "	5	Partial College	Skilled Manual	Yes	3	5-10 Miles	Pacific	45	Middle Age	No
21039	Single	Female	" $50,000 "	0	Graduate Degree	Skilled Manual	No	0	0-1 Miles	Europe	37	Adult	Yes
12231	Single	Female	" $10,000 "	2	Partial College	Manual	Yes	0	0-1 Miles	Europe	51	Middle Age	Yes
25665	Single	Female	" $20,000 "	0	High School	Manual	No	1	1-2 Miles	Europe	28	Young Adult	No
24061	Married	Male	" $10,000 "	4	Partial High School	Manual	Yes	1	0-1 Miles	Europe	40	Adult	Yes
26879	Single	Female	" $20,000 "	0	High School	Manual	No	1	2-5 Miles	Europe	30	Adult	No
12284	Married	Female	" $30,000 "	0	Bachelors	Clerical	No	0	0-1 Miles	Europe	36	Adult	Yes
26654	Married	Female	" $90,000 "	1	Graduate Degree	Management	Yes	0	0-1 Miles	Pacific	37	Adult	Yes
14545	Married	Female	" $10,000 "	2	Partial College	Manual	Yes	0	1-2 Miles	Europe	49	Middle Age	No
24201	Married	Female	" $10,000 "	2	High School	Manual	Yes	0	0-1 Miles	Europe	37	Adult	Yes
20625	Married	Male	" $100,000 "	0	High School	Management	Yes	3	10+ Miles	Pacific	35	Adult	Yes
16390	Single	Male	" $30,000 "	1	Bachelors	Clerical	No	0	0-1 Miles	Europe	38	Adult	Yes
14804	Single	Female	" $10,000 "	3	Partial High School	Manual	Yes	2	0-1 Miles	Europe	43	Adult	No
12629	Single	Male	" $20,000 "	1	Partial College	Manual	No	0	0-1 Miles	Europe	37	Adult	No
14696	Single	Male	" $10,000 "	0	Partial High School	Manual	No	2	0-1 Miles	Europe	34	Adult	No
22005	Married	Female	" $70,000 "	5	Partial College	Skilled Manual	No	3	5-10 Miles	Pacific	46	Middle Age	No
14544	Single	Male	" $10,000 "	1	Partial College	Manual	Yes	0	0-1 Miles	Europe	49	Middle Age	No
14312	Married	Female	" $60,000 "	1	Partial College	Skilled Manual	Yes	1	5-10 Miles	Pacific	45	Middle Age	No
29120	Single	Female	" $100,000 "	1	Bachelors	Management	Yes	4	2-5 Miles	Pacific	48	Middle Age	No
24187	Single	Female	" $30,000 "	3	Graduate Degree	Clerical	No	0	0-1 Miles	Europe	46	Middle Age	Yes
15758	Married	Male	" $130,000 "	0	Graduate Degree	Management	Yes	0	5-10 Miles	Pacific	48	Middle Age	No
29094	Married	Male	" $30,000 "	3	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	54	Middle Age	Yes
28319	Single	Female	" $60,000 "	1	Partial College	Skilled Manual	No	1	0-1 Miles	Pacific	46	Middle Age	Yes
16406	Married	Male	" $40,000 "	0	Bachelors	Clerical	No	0	0-1 Miles	Europe	38	Adult	Yes
20923	Married	Female	" $40,000 "	1	Bachelors	Skilled Manual	Yes	0	0-1 Miles	Europe	42	Adult	Yes
11378	Single	Female	" $10,000 "	1	High School	Manual	No	1	2-5 Miles	Europe	46	Middle Age	Yes
20851	Single	Male	" $20,000 "	0	Partial College	Manual	No	1	2-5 Miles	Europe	36	Adult	Yes
21557	Single	Female	" $110,000 "	0	Partial College	Management	Yes	3	10+ Miles	Pacific	32	Adult	Yes
26663	Single	Female	" $60,000 "	2	Bachelors	Professional	No	1	0-1 Miles	Pacific	39	Adult	Yes
11896	Married	Male	" $100,000 "	1	Graduate Degree	Management	Yes	0	2-5 Miles	Pacific	36	Adult	Yes
14189	Married	Female	" $90,000 "	4	High School	Professional	No	2	2-5 Miles	Europe	54	Middle Age	Yes
13136	Married	Female	" $30,000 "	2	Partial College	Clerical	No	2	5-10 Miles	Pacific	69	Senior	No
25906	Single	Female	" $10,000 "	5	High School	Skilled Manual	No	2	1-2 Miles	Pacific	62	Middle Age	No
17926	Single	Female	" $40,000 "	0	Bachelors	Clerical	No	0	0-1 Miles	Pacific	28	Young Adult	Yes
26928	Single	Male	" $30,000 "	1	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	62	Middle Age	Yes
20897	Married	Female	" $30,000 "	1	Bachelors	Skilled Manual	Yes	2	0-1 Miles	Europe	40	Adult	No
28207	Married	Male	" $80,000 "	4	Graduate Degree	Management	Yes	1	0-1 Miles	Pacific	36	Adult	Yes
25923	Single	Male	" $10,000 "	2	Partial High School	Clerical	Yes	2	5-10 Miles	Pacific	58	Middle Age	No
11000	Married	Male	" $90,000 "	2	Bachelors	Professional	Yes	0	1-2 Miles	Pacific	40	Adult	Yes
20974	Married	Male	" $10,000 "	2	Bachelors	Clerical	Yes	1	0-1 Miles	Europe	66	Senior	No
28758	Married	Male	" $40,000 "	2	Partial College	Clerical	Yes	1	1-2 Miles	Europe	35	Adult	Yes
11381	Married	Female	" $20,000 "	2	Partial College	Manual	Yes	1	2-5 Miles	Europe	47	Middle Age	Yes
17522	Married	Male	" $120,000 "	4	Bachelors	Management	Yes	1	2-5 Miles	Pacific	47	Middle Age	No
21207	Married	Male	" $60,000 "	1	Partial College	Skilled Manual	Yes	1	5-10 Miles	Pacific	46	Middle Age	No
28102	Married	Male	" $20,000 "	4	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	58	Middle Age	Yes
23105	Single	Male	" $40,000 "	3	Partial High School	Clerical	No	2	5-10 Miles	Pacific	52	Middle Age	Yes
18740	Married	Male	" $80,000 "	5	Bachelors	Professional	No	1	0-1 Miles	Pacific	47	Middle Age	Yes
21213	Single	Male	" $70,000 "	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	41	Adult	No
17352	Married	Male	" $50,000 "	2	Graduate Degree	Management	Yes	1	5-10 Miles	Pacific	64	Middle Age	Yes
14154	Married	Male	" $30,000 "	0	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	35	Adult	Yes
19066	Married	Male	" $130,000 "	4	Partial College	Professional	No	3	10+ Miles	Europe	54	Middle Age	No
11386	Married	Female	" $30,000 "	3	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	45	Middle Age	No
20228	Married	Male	" $100,000 "	0	Graduate Degree	Management	Yes	0	2-5 Miles	Pacific	40	Adult	Yes
16675	Single	Female	" $160,000 "	0	Graduate Degree	Management	No	3	0-1 Miles	Pacific	47	Middle Age	Yes
16410	Single	Female	" $10,000 "	4	Partial High School	Manual	Yes	2	0-1 Miles	Europe	41	Adult	Yes
27760	Single	Female	" $40,000 "	0	Graduate Degree	Clerical	No	0	0-1 Miles	Europe	37	Adult	Yes
22930	Married	Male	" $90,000 "	4	Bachelors	Professional	Yes	0	1-2 Miles	Pacific	38	Adult	Yes
23780	Single	Male	" $40,000 "	2	Partial College	Clerical	No	2	0-1 Miles	Europe	36	Adult	Yes
20994	Married	Female	" $20,000 "	0	Bachelors	Clerical	No	0	0-1 Miles	Pacific	26	Young Adult	Yes
28379	Married	Male	" $30,000 "	1	Bachelors	Skilled Manual	Yes	2	0-1 Miles	Europe	40	Adult	No
14865	Single	Male	" $40,000 "	2	Partial College	Clerical	Yes	2	1-2 Miles	Europe	36	Adult	No
12663	Married	Female	" $90,000 "	5	Partial High School	Skilled Manual	Yes	2	10+ Miles	Europe	59	Middle Age	No
24898	Single	Female	" $80,000 "	0	Bachelors	Professional	Yes	3	10+ Miles	Pacific	32	Adult	No
19508	Married	Male	" $10,000 "	0	Partial High School	Manual	No	2	0-1 Miles	Europe	30	Adult	No
11489	Single	Female	" $20,000 "	0	Partial High School	Manual	No	2	1-2 Miles	Europe	35	Adult	Yes
18160	Married	Male	" $130,000 "	3	High School	Professional	Yes	4	5-10 Miles	Europe	51	Middle Age	Yes
25241	Married	Male	" $90,000 "	2	Bachelors	Professional	Yes	1	5-10 Miles	Pacific	47	Middle Age	No
24369	Married	Male	" $80,000 "	5	Graduate Degree	Management	No	2	0-1 Miles	Pacific	39	Adult	No
27165	Single	Male	" $20,000 "	0	Partial High School	Manual	No	2	0-1 Miles	Europe	34	Adult	No
29424	Married	Male	" $10,000 "	0	Partial High School	Manual	Yes	2	0-1 Miles	Europe	32	Adult	No
15926	Single	Female	" $120,000 "	3	High School	Professional	Yes	4	5-10 Miles	Europe	50	Middle Age	Yes
14554	Married	Male	" $20,000 "	1	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	66	Senior	No
16468	Single	Male	" $30,000 "	0	Partial College	Clerical	Yes	1	2-5 Miles	Europe	30	Adult	No
19174	Single	Female	" $30,000 "	0	High School	Manual	No	1	2-5 Miles	Europe	32	Adult	Yes
19183	Single	Male	" $10,000 "	0	Partial High School	Manual	Yes	2	1-2 Miles	Europe	35	Adult	No
13683	Single	Female	" $30,000 "	0	High School	Manual	No	1	2-5 Miles	Europe	32	Adult	No
17848	Single	Male	" $30,000 "	0	Partial College	Clerical	No	1	2-5 Miles	Europe	31	Adult	Yes
17894	Married	Female	" $20,000 "	1	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	50	Middle Age	Yes
25651	Married	Male	" $40,000 "	1	Bachelors	Skilled Manual	No	0	0-1 Miles	Europe	43	Adult	Yes
22936	Single	Female	" $60,000 "	1	Partial College	Skilled Manual	No	1	0-1 Miles	Pacific	45	Middle Age	Yes
23915	Married	Male	" $20,000 "	2	High School	Manual	Yes	2	0-1 Miles	Europe	42	Adult	No
24121	Single	Female	" $30,000 "	0	Partial College	Clerical	No	1	0-1 Miles	Europe	29	Young Adult	Yes
27878	Single	Male	" $20,000 "	0	Partial College	Manual	No	0	0-1 Miles	Pacific	28	Young Adult	Yes
13572	Single	Male	" $10,000 "	3	High School	Manual	Yes	0	0-1 Miles	Europe	37	Adult	Yes
27941	Married	Female	" $80,000 "	4	Partial College	Professional	Yes	2	2-5 Miles	Europe	53	Middle Age	No
26354	Single	Male	" $40,000 "	0	Graduate Degree	Clerical	No	0	0-1 Miles	Europe	38	Adult	Yes
14785	Single	Male	" $30,000 "	1	Bachelors	Clerical	No	1	1-2 Miles	Europe	39	Adult	No
17238	Single	Male	" $80,000 "	0	Bachelors	Professional	Yes	3	10+ Miles	Pacific	32	Adult	No
23608	Married	Female	" $150,000 "	3	High School	Professional	Yes	3	0-1 Miles	Europe	51	Middle Age	Yes
22538	Single	Female	" $10,000 "	0	Partial High School	Manual	Yes	2	1-2 Miles	Europe	33	Adult	No
12332	Married	Male	" $90,000 "	4	High School	Management	Yes	3	5-10 Miles	Europe	58	Middle Age	Yes
17230	Married	Male	" $80,000 "	0	Bachelors	Professional	Yes	3	10+ Miles	Pacific	30	Adult	No
13082	Single	Male	" $130,000 "	0	Graduate Degree	Management	Yes	0	2-5 Miles	Pacific	48	Middle Age	Yes
22518	Single	Female	" $30,000 "	3	Partial College	Clerical	No	2	0-1 Miles	Europe	27	Young Adult	Yes
13687	Married	Male	" $40,000 "	1	Bachelors	Skilled Manual	Yes	1	0-1 Miles	Europe	33	Adult	Yes
23571	Married	Female	" $40,000 "	2	Bachelors	Management	Yes	2	0-1 Miles	Pacific	66	Senior	Yes
19305	Single	Female	" $10,000 "	2	High School	Manual	Yes	1	0-1 Miles	Europe	38	Adult	Yes
22636	Single	Female	" $40,000 "	0	Bachelors	Clerical	No	0	0-1 Miles	Europe	38	Adult	Yes
17310	Married	Male	" $60,000 "	1	Partial College	Skilled Manual	Yes	1	0-1 Miles	Pacific	45	Middle Age	Yes
12133	Married	Female	" $130,000 "	3	Partial College	Professional	Yes	3	5-10 Miles	Europe	50	Middle Age	Yes
25918	Single	Female	" $30,000 "	2	Partial College	Clerical	No	2	5-10 Miles	Pacific	60	Middle Age	Yes
25752	Single	Female	" $20,000 "	2	Partial College	Manual	No	1	0-1 Miles	Europe	53	Middle Age	Yes
17324	Married	Female	" $100,000 "	4	Bachelors	Professional	Yes	1	10+ Miles	Pacific	46	Middle Age	No
22918	Single	Male	" $80,000 "	5	Graduate Degree	Management	Yes	3	0-1 Miles	Pacific	50	Middle Age	No
12510	Married	Male	" $40,000 "	1	Bachelors	Skilled Manual	Yes	1	0-1 Miles	Europe	43	Adult	Yes
25512	Single	Male	" $20,000 "	0	High School	Manual	No	1	2-5 Miles	Europe	30	Adult	No
16179	Single	Female	" $80,000 "	5	Bachelors	Professional	Yes	4	1-2 Miles	Pacific	38	Adult	No
15628	Married	Female	" $40,000 "	1	Bachelors	Skilled Manual	Yes	1	0-1 Miles	Europe	89	Senior	No
20977	Married	Male	" $20,000 "	1	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	64	Middle Age	Yes
18140	Married	Male	" $130,000 "	3	Partial College	Professional	No	3	5-10 Miles	Europe	51	Middle Age	Yes
20417	Married	Male	" $30,000 "	3	Partial College	Clerical	No	2	5-10 Miles	Pacific	56	Middle Age	No
18267	Married	Male	" $60,000 "	3	Bachelors	Professional	Yes	2	5-10 Miles	Pacific	43	Adult	No
13620	Single	Male	" $70,000 "	0	Bachelors	Professional	No	3	10+ Miles	Pacific	30	Adult	Yes
22974	Married	Female	" $30,000 "	2	Partial College	Clerical	Yes	2	5-10 Miles	Pacific	69	Senior	No
13586	Married	Male	" $80,000 "	4	Partial College	Professional	Yes	2	10+ Miles	Europe	53	Middle Age	No
17978	Married	Male	" $40,000 "	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	37	Adult	Yes
12581	Single	Female	" $10,000 "	0	Partial College	Manual	No	1	0-1 Miles	Pacific	28	Young Adult	Yes
18018	Single	Male	" $30,000 "	3	Partial College	Clerical	Yes	0	0-1 Miles	Europe	43	Adult	No
28957	Single	Female	" $120,000 "	0	Partial High School	Professional	Yes	4	10+ Miles	Pacific	34	Adult	Yes
13690	Single	Female	" $20,000 "	0	Partial High School	Manual	No	2	1-2 Miles	Europe	34	Adult	Yes
12568	Married	Female	" $30,000 "	1	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	64	Middle Age	No
13122	Married	Female	" $80,000 "	0	Bachelors	Professional	Yes	1	1-2 Miles	Pacific	41	Adult	Yes
21184	Single	Male	" $70,000 "	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	38	Adult	No
26150	Single	Female	" $70,000 "	0	Bachelors	Professional	No	1	0-1 Miles	Pacific	41	Adult	Yes
24151	Single	Male	" $20,000 "	1	Bachelors	Clerical	No	0	0-1 Miles	Europe	51	Middle Age	No
23962	Married	Female	" $10,000 "	0	Partial High School	Manual	Yes	2	1-2 Miles	Europe	32	Adult	No
17793	Married	Female	" $40,000 "	0	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	38	Adult	Yes
14926	Married	Male	" $30,000 "	1	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	38	Adult	Yes
16163	Single	Male	" $60,000 "	2	Bachelors	Professional	Yes	1	2-5 Miles	Pacific	38	Adult	Yes
21365	Married	Female	" $10,000 "	2	Partial High School	Clerical	Yes	2	5-10 Miles	Pacific	58	Middle Age	No
27771	Single	Male	" $30,000 "	1	Bachelors	Clerical	Yes	1	1-2 Miles	Europe	39	Adult	Yes
26167	Single	Female	" $40,000 "	2	Bachelors	Management	No	1	5-10 Miles	Pacific	53	Middle Age	Yes
25792	Single	Female	" $110,000 "	3	Bachelors	Management	Yes	4	10+ Miles	Europe	53	Middle Age	No
11555	Married	Female	" $40,000 "	1	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	80	Senior	No
22381	Married	Male	" $10,000 "	1	Graduate Degree	Manual	Yes	0	0-1 Miles	Europe	44	Adult	No
17882	Married	Male	" $20,000 "	1	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	44	Adult	No
22174	Married	Male	" $30,000 "	3	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	54	Middle Age	Yes
22439	Married	Female	" $30,000 "	0	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	37	Adult	Yes
18012	Married	Female	" $40,000 "	1	Bachelors	Skilled Manual	Yes	0	0-1 Miles	Europe	41	Adult	No
27582	Single	Female	" $90,000 "	2	Bachelors	Professional	No	0	0-1 Miles	Pacific	36	Adult	Yes
12744	Single	Female	" $40,000 "	2	Partial College	Clerical	Yes	0	0-1 Miles	Europe	33	Adult	No
22821	Married	Female	" $130,000 "	3	Partial College	Professional	Yes	4	0-1 Miles	Europe	52	Middle Age	No
20171	Married	Female	" $20,000 "	2	Partial College	Manual	Yes	1	0-1 Miles	Europe	46	Middle Age	Yes
11116	Married	Male	" $70,000 "	5	Partial College	Skilled Manual	Yes	2	5-10 Miles	Pacific	43	Adult	No
20053	Single	Male	" $40,000 "	2	Partial College	Clerical	Yes	0	0-1 Miles	Europe	34	Adult	No
25266	Single	Female	" $30,000 "	2	Partial College	Clerical	No	2	5-10 Miles	Pacific	67	Senior	No
17960	Married	Female	" $40,000 "	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	35	Adult	Yes
13961	Married	Female	" $80,000 "	5	Graduate Degree	Management	Yes	3	0-1 Miles	Pacific	40	Adult	No
11897	Single	Male	" $60,000 "	2	Bachelors	Professional	No	1	0-1 Miles	Pacific	37	Adult	Yes
11139	Single	Female	" $30,000 "	2	Partial College	Clerical	No	2	5-10 Miles	Pacific	67	Senior	No
11576	Married	Male	" $30,000 "	1	Bachelors	Skilled Manual	Yes	2	0-1 Miles	Europe	41	Adult	Yes
19255	Single	Male	" $10,000 "	2	Partial College	Manual	Yes	1	0-1 Miles	Europe	51	Middle Age	Yes
18153	Married	Female	" $100,000 "	2	Bachelors	Management	Yes	4	10+ Miles	Europe	59	Middle Age	No
14547	Married	Male	" $10,000 "	2	Partial College	Manual	Yes	0	1-2 Miles	Europe	51	Middle Age	No
24901	Single	Male	" $110,000 "	0	Partial College	Management	No	3	10+ Miles	Pacific	32	Adult	Yes
27169	Single	Male	" $30,000 "	0	High School	Manual	Yes	1	2-5 Miles	Europe	34	Adult	Yes
14805	Single	Female	" $10,000 "	3	Partial High School	Manual	Yes	2	0-1 Miles	Europe	43	Adult	No
15822	Married	Male	" $40,000 "	2	Bachelors	Management	Yes	2	0-1 Miles	Pacific	67	Senior	No
19389	Single	Male	" $30,000 "	0	Partial College	Clerical	No	1	2-5 Miles	Europe	28	Young Adult	No
17048	Single	Female	" $90,000 "	1	Graduate Degree	Management	Yes	0	0-1 Miles	Pacific	36	Adult	Yes
22204	Married	Male	" $110,000 "	4	Bachelors	Management	Yes	3	2-5 Miles	Pacific	48	Middle Age	No
12718	Single	Female	" $30,000 "	0	Partial College	Clerical	Yes	1	2-5 Miles	Europe	31	Adult	No
15019	Single	Female	" $30,000 "	3	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	55	Middle Age	No
28488	Single	Male	" $20,000 "	0	Partial College	Manual	Yes	0	0-1 Miles	Pacific	28	Young Adult	Yes
21891	Married	Female	" $110,000 "	0	High School	Management	Yes	3	10+ Miles	Pacific	34	Adult	Yes
27814	Single	Female	" $30,000 "	3	Partial College	Clerical	No	1	0-1 Miles	Europe	26	Young Adult	No
22175	Married	Female	" $30,000 "	3	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	53	Middle Age	Yes
29447	Single	Female	" $10,000 "	2	Bachelors	Clerical	No	1	2-5 Miles	Europe	68	Senior	No
19784	Married	Female	" $80,000 "	2	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	50	Middle Age	Yes
27824	Single	Female	" $30,000 "	3	Partial College	Clerical	Yes	2	0-1 Miles	Europe	28	Young Adult	Yes
24093	Single	Female	" $80,000 "	0	Graduate Degree	Skilled Manual	No	0	0-1 Miles	Europe	40	Adult	Yes
19618	Married	Male	" $70,000 "	5	Partial College	Skilled Manual	Yes	2	0-1 Miles	Pacific	44	Adult	No
21561	Single	Male	" $90,000 "	0	Bachelors	Professional	No	3	10+ Miles	Pacific	34	Adult	Yes
11061	Married	Male	" $70,000 "	2	Partial College	Skilled Manual	Yes	2	5-10 Miles	Pacific	52	Middle Age	Yes
26651	Single	Male	" $80,000 "	4	Graduate Degree	Management	Yes	0	0-1 Miles	Pacific	36	Adult	Yes
21108	Married	Female	" $40,000 "	1	Bachelors	Skilled Manual	Yes	1	0-1 Miles	Europe	43	Adult	Yes
12731	Single	Male	" $30,000 "	0	High School	Manual	No	1	1-2 Miles	Europe	32	Adult	No
25307	Married	Female	" $40,000 "	1	Bachelors	Skilled Manual	Yes	1	1-2 Miles	Europe	32	Adult	Yes
14278	Married	Female	" $130,000 "	0	Graduate Degree	Management	Yes	1	10+ Miles	Pacific	48	Middle Age	No
20711	Married	Female	" $40,000 "	1	Bachelors	Skilled Manual	Yes	0	1-2 Miles	Europe	32	Adult	Yes
11383	Married	Female	" $30,000 "	3	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	46	Middle Age	No
12497	Married	Female	" $40,000 "	1	Bachelors	Skilled Manual	Yes	0	0-1 Miles	Europe	42	Adult	No
16559	Single	Female	" $10,000 "	2	High School	Manual	Yes	0	0-1 Miles	Europe	36	Adult	Yes
11585	Married	Female	" $40,000 "	1	Bachelors	Skilled Manual	Yes	0	0-1 Miles	Europe	41	Adult	No
20277	Married	Female	" $30,000 "	2	Partial College	Clerical	No	2	0-1 Miles	Pacific	69	Senior	No
26765	Single	Female	" $70,000 "	5	Partial College	Skilled Manual	Yes	2	5-10 Miles	Pacific	45	Middle Age	No
12389	Single	Male	" $30,000 "	0	High School	Manual	No	1	2-5 Miles	Europe	34	Adult	No
13585	Married	Female	" $80,000 "	4	Partial College	Professional	No	1	2-5 Miles	Europe	53	Middle Age	Yes
26385	Single	Male	" $120,000 "	3	High School	Professional	No	4	5-10 Miles	Europe	50	Middle Age	No
12236	Married	Female	" $20,000 "	1	Partial College	Manual	Yes	0	0-1 Miles	Europe	65	Senior	No
21560	Married	Male	" $120,000 "	0	Partial High School	Professional	Yes	4	10+ Miles	Pacific	32	Adult	Yes
21554	Single	Female	" $80,000 "	0	Bachelors	Professional	No	3	10+ Miles	Pacific	33	Adult	No
13662	Single	Male	" $20,000 "	0	Partial High School	Manual	Yes	2	1-2 Miles	Europe	31	Adult	Yes
13089	Married	Female	" $120,000 "	1	Bachelors	Management	Yes	2	0-1 Miles	Pacific	46	Middle Age	Yes
14791	Married	Female	" $40,000 "	0	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	39	Adult	Yes
19331	Single	Male	" $20,000 "	2	High School	Manual	Yes	1	0-1 Miles	Europe	40	Adult	No
17754	Single	Female	" $30,000 "	3	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	46	Middle Age	Yes
11149	Married	Male	" $40,000 "	2	Bachelors	Management	Yes	2	0-1 Miles	Pacific	65	Senior	No
16549	Single	Female	" $30,000 "	3	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	47	Middle Age	Yes
24305	Single	Male	" $100,000 "	1	Bachelors	Management	No	3	0-1 Miles	Pacific	46	Middle Age	Yes
18253	Married	Female	" $80,000 "	5	Graduate Degree	Management	Yes	3	0-1 Miles	Pacific	40	Adult	No
20147	Married	Female	" $30,000 "	1	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	65	Senior	No
15612	Single	Male	" $30,000 "	0	High School	Manual	No	1	1-2 Miles	Europe	28	Young Adult	No
28323	Single	Male	" $70,000 "	0	Bachelors	Professional	No	2	5-10 Miles	Pacific	43	Adult	Yes
22634	Single	Female	" $40,000 "	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	38	Adult	Yes
15665	Married	Female	" $30,000 "	0	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	47	Middle Age	Yes
27585	Married	Female	" $90,000 "	2	Bachelors	Professional	No	0	0-1 Miles	Pacific	36	Adult	Yes
19748	Married	Male	" $20,000 "	4	High School	Skilled Manual	No	2	1-2 Miles	Pacific	60	Middle Age	No
21974	Single	Female	" $70,000 "	0	Bachelors	Professional	Yes	1	5-10 Miles	Pacific	42	Adult	Yes
14032	Married	Male	" $70,000 "	2	High School	Skilled Manual	No	2	1-2 Miles	Pacific	50	Middle Age	Yes
22610	Married	Male	" $30,000 "	0	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	35	Adult	Yes
26984	Married	Male	" $40,000 "	1	Bachelors	Skilled Manual	Yes	1	0-1 Miles	Europe	32	Adult	Yes
18294	Married	Female	" $90,000 "	1	Bachelors	Professional	Yes	1	5-10 Miles	Pacific	46	Middle Age	No
28564	Single	Female	" $40,000 "	2	Partial College	Clerical	Yes	0	1-2 Miles	Europe	33	Adult	Yes
28521	Single	Male	" $40,000 "	0	Graduate Degree	Clerical	No	0	0-1 Miles	Europe	36	Adult	Yes
15450	Married	Male	" $10,000 "	1	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	70	Senior	No
25681	Single	Female	" $30,000 "	0	Partial College	Clerical	No	1	2-5 Miles	Europe	31	Adult	Yes
19491	Single	Male	" $30,000 "	2	Partial College	Clerical	Yes	2	0-1 Miles	Europe	42	Adult	No
26415	Married	Female	" $90,000 "	4	Partial High School	Skilled Manual	Yes	4	10+ Miles	Europe	58	Middle Age	No
12821	Married	Male	" $40,000 "	0	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	39	Adult	No
15629	Single	Female	" $10,000 "	0	Partial High School	Manual	Yes	2	1-2 Miles	Europe	34	Adult	No
